,region,product,quantity
1458,North East England,Spring onions bunch,2778207
1459,North East England,lg washing machine,2777094
1460,North East England,dyson tower fan,2776613
1461,North East England,Plain Greek yoghurt,2776277
1462,North East England,olive oil spread,2775372
1463,North East England,god of war 2,2774734
1464,North East England,millionaire square,2774134
1465,North East England,beef mince,2773874
1466,North East England,brenton t-shirt,2773823
1467,North East England,Sweet potatoes loose,2773437
1468,North East England,Onions Loose,2773142
1469,North East England,garlic,2772659
1470,North East England,samsung washing machine,2772239
1471,North East England,hp envy laptop,2770896
1472,North East England,silk scarf,2770078
1473,North East England,hotpoint washing machine,2769874
1474,North East England,sea bass fillets,2768887
1475,North East England,pokemon yellow,2768253
1476,North East England,cotton tie,2768044
1477,North East England,Organic mILK,2767985
1478,North East England,halo combat evolved,2766521
1479,North East England,Fairtrade Bananas Loose,2763835
1480,North East England,dyson vacuum cleaner,2763371
1481,North East England,fresh whole turkey,2762567
1482,North East England,x-box 360,2758585
1483,North East England,apple macbook pro mid 2009,2757638
1484,North East England,21 day mature sirlion steak,2756832
1485,North East England,Organic Kefir,2756679
1486,North East England,vanilla yoghurt,2755678
1487,North East England,corn,2749004
